Abbeyleix||0||0||-734.7892300000001||-5291.52801
Achill Island||0||0||-1000.30307||-5396.39084
Adare||0||0||-879.1179399999999||-5256.40165
Ahakista||0||0||-963.21826||-5159.990819999999
Aherlow||0||0||-819.2259999999999||-5241.9800000000005
Aldergrove||0||0||-848.4187499999999||-5173.79556
Aran Islands||0||0||-965.6331999999999||-5309.71747
Ardara||0||0||-840.9286399999999||-5476.71456
Ardmore||0||0||-772.5328999999998||-5195.10741
Arklow||0||0||-615.99293||-5279.769349999999
Armagh||0||0||-665.161||-5434.875
Athlone||0||0||-794.0689799999999||-5342.3933099999995
Athy||0||0||-698.5728||-5299.18336
Ballina||0||0||-915.5069299999999||-5411.49482
Ballinafad||0||0||-833.33304||-5402.75633
Ballinasloe||0||0||-822.6946699999999||-5332.876209999999
Ballybofey||0||0||-778.7548099999999||-5479.68244
Ballybunnion||0||0||-967.0969999999999||-5251.108
Ballyconneely||0||0||-1007.01066||-5342.92767
Ballyconnell||0||0||-758.3954299999999||-5411.621749999999
Ballycotton||0||0||-800.9762099999999||-5182.99148
Ballyliffin||0||0||-739.42123||-5527.84391
Ballymacarbry||0||0||-771.7650399999999||-5226.7080399999995
Ballymena||0||0||-718.4229999999999||-5532.024999999999
Ballyshannon||0||0||-819.20416||-5450.29882
Ballyvaughan||0||0||-914.9423299999999||-5311.553330000001
Banagher||0||0||-799.53507||-5318.6464
Bandon||0||0||-873.1817400000001||-5174.612399999999
Banteer||0||0||-890.7314899999999||-5212.83217
Bantry||0||0||-944.86028||-5168.08923
Belfast||0||0||-592.87029||-5460.210029999999
Belturbet||0||0||-744.9668||-5410.190559999999
Birr||0||0||-790.96882||-5309.800520000001
Blackrock||0||0||-617.70668||-5330.0791
Blarney||0||0||-856.69615||-5193.435849999999
Blessington||0||0||-653.40687||-5316.965789999999
Boyle||0||0||-829.72756||-5397.22082
Bray||0||0||-611.10741||-5320.0903
Bunclody||0||0||-665.2193||-5265.50857
Buncrana||0||0||-745.3447699999999||-5513.46509
Bundoran||0||0||-827.79341||-5447.91416
Bunratty||0||0||-881.11283||-5269.8874000000005
Bushmills||0||0||-662.31673||-5331.23389
Caherdaniel||0||0||-1009.95294||-5176.90125
Cahir/Caher||0||0||-792.70751||-5237.45471
Cappoquin||0||0||-785.1624899999999||-5214.6426599999995
Caragh Lake||0||0||-986.6667||-5205.0
Carlingford||0||0||-618.69543||-5404.266879999998
Carlow||0||0||-685.03703||-5271.89747
Carrick-on-Shan||0||0||-808.5522100000001||-5394.518830000001
Carrick-on-Suir||0||0||-741.8970800000001||-5234.764950000001
Carrickmacross||0||0||-671.88238||-5397.79778
Cashel||0||0||-788.76747||-5251.6757
Cashel Bay||0||0||-997.0351299999999||-5395.5272
Castlebaldwin||0||0||-837.5880900000001||-5407.92486
Castlebar||0||0||-928.7925699999998||-5385.50014
Castleblaney||0||0||-673.97374||-5412.0659000000005
Castledermot||0||0||-684.73809||-5290.89608
Cavan||0||0||-736.29406||-5399.06046
Clifden||0||0||-1001.7925299999999||-5348.8985999999995
Clonakilty||0||0||-888.8699499999999||-5162.1506
