Abbeyleix||316398||1241||-734.7892300000001||-5291.52801
Achill Island||1310529||1411||-1000.30307||-5396.39084
Adare||990716||1333||-879.1179399999999||-5256.40165
Ahakista||625657||833||-963.21826||-5159.990819999999
Aherlow||1358474||2072||-819.2259999999999||-5241.9800000000005
Aldergrove||1087752||1163||-848.4187499999999||-5173.79556
Aran Islands||376110||1299||-965.6331999999999||-5309.71747
Ardara||766993||1378||-840.9286399999999||-5476.71456
Ardmore||1602988||2027||-772.5328999999998||-5195.10741
Arklow||1778724||2226||-615.99293||-5279.769349999999
Armagh||788067||1003||-665.161||-5434.875
Athlone||1496145||1865||-794.0689799999999||-5342.3933099999995
Athy||987494||1044||-698.5728||-5299.18336
Ballina||392367||519||-915.5069299999999||-5411.49482
Ballinafad||1684604||2520||-833.33304||-5402.75633
Ballinasloe||199141||502||-822.6946699999999||-5332.876209999999
Ballybofey||1343298||1521||-778.7548099999999||-5479.68244
Ballybunnion||1061352||1477||-967.0969999999999||-5251.108
Ballyconneely||304897||580||-1007.01066||-5342.92767
Ballyconnell||1835276||2598||-758.3954299999999||-5411.621749999999
Ballycotton||760085||1239||-800.9762099999999||-5182.99148
Ballyliffin||1072152||1260||-739.42123||-5527.84391
Ballymacarbry||1519805||2306||-771.7650399999999||-5226.7080399999995
Ballymena||741062||788||-718.4229999999999||-5532.024999999999
Ballyshannon||421560||961||-819.20416||-5450.29882
Ballyvaughan||490436||1015||-914.9423299999999||-5311.553330000001
Banagher||58493||555||-799.53507||-5318.6464
Bandon||5090||163||-873.1817400000001||-5174.612399999999
Banteer||1418620||1490||-890.7314899999999||-5212.83217
Bantry||1711821||1754||-944.86028||-5168.08923
Belfast||414435||994||-592.87029||-5460.210029999999
Belturbet||465402||1237||-744.9668||-5410.190559999999
Birr||545682||794||-790.96882||-5309.800520000001
Blackrock||204145||938||-617.70668||-5330.0791
Blarney||149704||597||-856.69615||-5193.435849999999
Blessington||1527932||2090||-653.40687||-5316.965789999999
Boyle||1573671||2496||-829.72756||-5397.22082
Bray||1075109||1934||-611.10741||-5320.0903
Bunclody||175748||914||-665.2193||-5265.50857
Buncrana||881170||1280||-745.3447699999999||-5513.46509
Bundoran||299676||580||-827.79341||-5447.91416
Bunratty||1368465||1435||-881.11283||-5269.8874000000005
Bushmills||590621||1439||-662.31673||-5331.23389
Caherdaniel||1347834||1674||-1009.95294||-5176.90125
Cahir/Caher||419300||836||-792.70751||-5237.45471
Cappoquin||1180038||1806||-785.1624899999999||-5214.6426599999995
Caragh Lake||1648718||1890||-986.6667||-5205.0
Carlingford||412957||1022||-618.69543||-5404.266879999998
Carlow||552509||824||-685.03703||-5271.89747
Carrick-on-Shan||1647088||2077||-808.5522100000001||-5394.518830000001
Carrick-on-Suir||1160798||1865||-741.8970800000001||-5234.764950000001
Carrickmacross||1390876||1840||-671.88238||-5397.79778
Cashel||798413||1176||-788.76747||-5251.6757
Cashel Bay||1518304||2174||-997.0351299999999||-5395.5272
Castlebaldwin||1856913||2539||-837.5880900000001||-5407.92486
Castlebar||1587342||1915||-928.7925699999998||-5385.50014
Castleblaney||1178833||1615||-673.97374||-5412.0659000000005
Castledermot||1703923||2480||-684.73809||-5290.89608
Cavan||1703235||1931||-736.29406||-5399.06046
Clifden||1451297||2293||-1001.7925299999999||-5348.8985999999995
Clonakilty||936629||1502||-888.8699499999999||-5162.1506
Clondalkin||1425164||1474||-639.5216300000001||-5332.17372
Clones||212805||329||-723.0667100000001||-5417.968290000001
Clonmel||1461746||1895||-769.0255099999999||-5235.58172
Cobh||1541278||2139||-829.4285799999999||-5185.0335700000005
Coleraine||1345374||1368||-766.048||-5294.437
Cong||513649||755||-928.3460399999999||-5354.168439999999
Cork City||219499||984||-848.63157||-5189.68917
Courtown Harbour||230937||241||-622.94642||-5264.68638
Crossmolina||1449106||2067||-931.5845599999999||-5410.0342
Dalkey||718414||1107||-610.5843600000001||-5327.79106
Derry||252116||889||-824.948||-5259.625
Dingle||905234||1717||-1027.0536||-5213.87608
Donegal||382025||434||-811.0545999999999||-5465.41972
Doolin||179097||652||-937.3047600000001||-5301.74444
Drogheda||65469||499||-635.6098499999999||-5371.7856
Dublin||1100674||1674||-626.0309699999999||-5334.98053
Dun Laoghaire||1079316||1347||-613.3895200000001||-5329.44124
Dunadry||1221778||1689||-613.95||-5469.884
Dundalk||1418999||2073||-640.5957||-5399.794510000001
Dundrum||1926754||2807||-624.32643||-5328.913210000001
Dunfanaghy||1554447||1854||-796.94369||-5518.34711
Dungarvan||1438463||2346||-762.03627||-5209.36763
Dunlavin||352649||536||-670.16395||-5305.78764
Dunmanway||54461||987||-911.18088||-5172.22571
Durrus||281232||388||-952.1993||-5162.17112
Ennis||201082||1152||-898.8738399999999||-5284.74255
Enniscorthy||1925571||2546||-656.6130099999999||-5250.21968
Enniskillen||1208902||1833||-769.2053599999998||-5314.23672
Ennistymon||342647||426||-929.3495099999999||-5294.037200000001
Fahan||227394||987||-747.24123||-5508.76125
Fermoy||1502022||2465||-827.5561099999999||-5213.93605
Furbo||1328378||1495||-920.495||-5324.918000000001
Galway City||1211611||1915||-905.66677||-5327.05588
Glandore||135227||986||-912.0972199999999||-5156.65072
Glendalough||124669||393||-632.984||-5301.1979999999985
Glengarriff||1730741||2374||-955.2222399999999||-5175.00277
Gorey||1393949||1877||-629.43022||-5267.573549999999
Gougane Barra||1290673||1969||-931.4779999999998||-5183.941
Greystones||1274451||1983||-607.93414||-5314.91175
Hillsborough||719070||1485||-676.37068||-5316.49222
Holywood||1669954||1771||-659.9053||-5309.18211
Howth||1476362||1940||-606.46843||-5338.58469
Innishannon||142089||373||-865.65357||-5176.461539999999
Kanturk||199236||295||-890.5166899999999||-5217.725489999999
Kenmare||1793282||2736||-958.35174||-5188.00967
Kilkee||501245||1264||-964.44116||-5268.282279999999
Kilkenny||357788||883||-724.47879||-5265.41454
Killaloe||1925021||2427||-844.75152||-5280.8886
Killarney||1707018||2151||-950.44265||-5205.993530000001
Kilrush||905503||1900||-948.5937399999999||-5264.06999
Kilternan||1539832||2418||-619.37835||-5323.59571
Kinsale||570691||1372||-852.25014||-5170.60502
Knock||469269||1071||-892.1465999999999||-5379.00638
Lahinch||107113||795||-933.66629||-5293.26784
Larne||194568||414||-843.8972699999999||-5186.17245
Leenane||1970431||2543||-969.3132499999999||-5359.559560000001
